name,price,Performance_1_to_10,Weight_Proxy,Battery_Proxy,processor,ram,storage,graphics_card,img
MSI Modern 14 C12MO-1400IN Laptop,36990,2.7355371900826446,1.7373658526498799,8.0,12th Gen Intel Core i5 1235U,8 GB DDR4 RAM,512 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-idysoGbpU-w280-h280/msi-modern-14-c12mo.webp
Lenovo Yoga Slim 7 14IMH9 83CV0085IN Laptop,76990,2.7355371900826446,1.896836640244442,8.0,Intel Core Ultra 5 Series 1 125H,16 GB LPDDR5x RAM,512 GB  ,Integrated Intel Arc Graphics,https://cdn1.smartprix.com/rx-ib0MOhBYf-w280-h280/lenovo-yoga-slim-7-1.webp
Lenovo Yoga 9 2-in-1 14ILL10 83LC001FIN Laptop,197793,3.7768595041322315,1.7865871654210508,8.0,Intel Core Ultra 7 258V,32 GB LPDDR5X RAM,1 TB  ,Intel Integrated Arc 140 V,https://cdn1.smartprix.com/rx-it8Rq2RL7-w280-h280/lenovo-yoga-9-2-in-1.webp
Lenovo Chromebook Plus 14,64999,1.1487603305785123,1.6406876568209632,8.0,MediaTek Kompanio Ultra 910,16 GB LPDDR5X RAM,256 GB  ,Arm Immortalis-G925 MC11,https://cdn1.smartprix.com/rx-ixub1fGWo-w280-h280/lenovo-chromebook-pl.webp
Asus TUF Gaming F16 FX608JH-RV057WS Laptop,119990,6.355371900826446,2.4171262022799023,4.0,13th Gen Intel Core i5 13450HX,16 GB DDR5 RAM,1 TB  ,8 GB NVIDIA GeForce RTX 5050,https://cdn1.smartprix.com/rx-iJHCQbFtM-w280-h280/asus-tuf-gaming-f16.webp
Asus ROG Strix G16 G614PH-RV033WS Gaming Laptop,142990,5.31404958677686,2.7624478971188213,4.0,8th Gen AMD Ryzen 9 8940HX,16 GB DDR5 RAM,1 TB  ,8 GB NVIDIA GeForce RTX 5050,https://cdn1.smartprix.com/rx-iD2GO0S3c-w280-h280/asus-rog-strix-g16-g.webp
Lenovo IdeaPad Pro 5 83JM0023IN Gaming Laptop,128990,4.818181818181818,1.7682636842169173,8.0,Intel Core Ultra 9 Series 2 285H,32 GB LPDDR5X RAM,1 TB  ,Integrated Intel Arc 140T GPU,https://cdn1.smartprix.com/rx-inP79YjS1-w280-h280/lenovo-ideapad-pro-5.webp
Lenovo Yoga 7 14IML9 83DJ00FTIN Laptop,85990,2.7355371900826446,1.6388115753104684,8.0,Intel Core Ultra 5 Series 1 125H,16 GB LPDDR5x RAM,512 GB  ,Integrated Intel Arc Graphics,https://cdn1.smartprix.com/rx-iXB3vwtaW-w280-h280/lenovo-yoga-7-14iml9.webp
MSI Prestige 14 AI Evo C2HMG-087IN Laptop,128990,3.925619834710744,2.502194810042616,4.0,Intel Core Ultra 7 255H,32 GB DDR5 RAM,1 TB  ,NVIDIA GeForce RTX Arc,https://cdn1.smartprix.com/rx-iA8vmcGBC-w280-h280/msi-prestige-14-ai-e.webp
MSI Cyborg 15 A12UDX-1468IN Gaming Laptop,65105,5.502479338842975,2.7480420743943568,4.0,12th Gen Intel Core i5 12450H,16 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iv5IWsypD-w280-h280/msi-cyborg-15-a12udx.webp
Lenovo LOQ 2024 15IRX9 83DV00X6IN Gaming Laptop,90990,6.890909090909091,2.6720441287488903,4.0,13th Gen Intel Core i5 13450HX,24 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iHSwzDxXb-w280-h280/lenovo-loq-2024-15ir.webp
Lenovo LOQ â15ARP9 83JC00HNIN AI Gaming Laptop,59990,3.15702479338843,2.445185379290266,4.0,7th Gen AMD Ryzen 5 7235HS,12 GB DDR5 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 3050A,https://cdn1.smartprix.com/rx-i5Lv2ox6l-w280-h280/lenovo-loq-15arp9-83.webp
Asus ROG Strix G16 G615LW-RV148WS Gaming Laptop,299990,4.966942148760331,2.6036375634995697,4.0,Intel Core Ultra 9 275HX,32 GB DDR5 RAM,1 TB  ,16 GB NVIDIA GeForce RTX 5080,https://cdn1.smartprix.com/rx-iaxM7WW1t-w280-h280/asus-rog-strix-g16-g.webp
Asus Vivobook S16 S3607CA-RP065WS Laptop,78990,2.884297520661157,1.817450068834447,8.0,Intel Core Ultra 5 225H,16 GB DDR5 RAM,512 GB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-iosassIp1-w280-h280/asus-vivobook-s16-s3.webp
Asus Vivobook S16 S3607VA-RP054WS Laptop,59990,6.355371900826446,1.7687589624705526,5.5,13th Gen Intel Core i5 13420H,16 GB DDR5 RAM,512 GB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-iyWBTf3zj-w280-h280/asus-vivobook-s16-s3.webp
MSI Prestige Pro 16 AI B2HVEG-253IN Laptop,174990,5.829752066115702,2.586581518244459,4.0,Intel Core Ultra 9 Series 2 255H,32 GB LPDDR5 RAM,1 TB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-iZ2wHS6h0-w280-h280/msi-prestige-pro-16.webp
Lenovo Chromebook 82UY0014HA Laptop,13990,1.1487603305785123,1.7015833527213005,6.5,Intel Celeron N4500,4 GB LPDDR4x RAM,64 GB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-iBGr8QL05-w280-h280/lenovo-chromebook-82.webp
Lenovo IdeaPad 1 â15IJL7 82LX00F7IN Laptop,24690,1.0,1.8422861721207977,6.5,Intel Celeron N4500,8 GB RAM,512 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-i6c1oADuD-w280-h280/lenovo-ideapad-1-15i.webp
Lenovo Yoga Slim 7 14IMH9 83CV008LIN Laptop,81490,2.7355371900826446,1.852758892190172,8.0,Intel Core Ultra 5 Series 1 125H,16 GB LPDDR5x RAM,1 TB  ,Integrated Intel Arc Graphics,https://cdn1.smartprix.com/rx-iNtrEXtJi-w280-h280/lenovo-yoga-slim-7-1.webp
Asus TUF Gaming A15 FA506NCR-HN275WS Laptop,65990,4.371900826446281,2.4553074010393416,4.0,7th Gen AMD Ryzen 7 7435HS,16 GB DDR5 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-ijBe0yNrm-w280-h280/asus-tuf-gaming-a15.webp
Asus ROG Zephyrus G14 GA403UM-QS007WS Gaming Laptop,179990,5.31404958677686,2.7543753461639127,4.0,AMD Ryzen 9 Octa Core 270,16 GB LPDDR5X RAM,1 TB  ,8 GB NVIDIA GeForce RTX 5060,https://cdn1.smartprix.com/rx-i80O6HD50-w280-h280/asus-rog-zephyrus-g1.webp
Asus ROG Strix G16 G614PM-S5046WS Gaming Laptop,164990,5.31404958677686,2.68023271980062,4.0,8th Gen AMD Ryzen 9 8940HX,16 GB DDR5 RAM,1 TB  ,8 GB NVIDIA GeForce RTX 5060,https://cdn1.smartprix.com/rx-i7HA9aZxR-w280-h280/asus-rog-strix-g16-g.webp
Asus TUF Gaming A16 FA608PP-QT014WS Laptop,169990,5.31404958677686,2.6183383060322787,4.0,8th Gen AMD Ryzen 9 8940HX,16 GB DDR5 RAM,1 TB  ,8 GB NVIDIA GeForce RTX 5070,https://cdn1.smartprix.com/rx-ikyGgjLi7-w280-h280/asus-tuf-gaming-a16.webp
Lenovo Yoga Pro 7i Gen 10 Aura Edition Laptop,106600,3.925619834710744,1.76958755209396,8.0,Intel Core Ultra 7 255H,32 GB LPDDR5x RAM,1 TB  ,Intel Arc Graphics,https://cdn1.smartprix.com/rx-i8AXIrnJa-w280-h280/lenovo-yoga-pro-7i-g.webp
MSI Modern 15 B12MO-1050IN Laptop,49990,4.12396694214876,1.878952597636264,8.0,12th Gen Intel Core i7 1255U,16 GB DDR4 RAM,1 TB  ,Intel Integrated Iris Xe,https://cdn1.smartprix.com/rx-iffntulfF-w280-h280/msi-modern-15-b12mo.webp
Lenovo Yoga Slim 7 14IMH9 83CV009XIN Laptop,88490,3.7768595041322315,1.6911289697346934,8.0,Intel Core Ultra 7 Series 1 155H,16 GB LPDDR5x RAM,1 TB  ,Integrated Intel Arc Graphics,https://cdn1.smartprix.com/rx-iJxwa2mF6-w280-h280/lenovo-yoga-slim-7-1.webp
Asus Vivobook Go 15 E1504FA-NJ5542WS Laptop,39750,2.56198347107438,1.726727479616805,8.0,7th Gen AMD Ryzen 5 7520U,8 GB LPDDR5 RAM,512 GB  ,Integrated AMD Radeon Graphics,https://cdn1.smartprix.com/rx-i5hW1sMDJ-w280-h280/asus-vivobook-go-15.webp
HP Victus 15-fb0178AX Gaming Laptop,62500,3.15702479338843,2.5062194507488127,4.0,5th Gen AMD Ryzen 5 5600H,16 GB DDR4 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iYSpk0DZv-w280-h280/hp-victus-15-fb0178a.webp
Asus VivoBook 14 X1404VA-NK1186WS Laptop,51440,2.884297520661157,1.8022801030454574,8.0,13th Gen Intel Core i5 1335U,16 GB RAM,512 GB  ,Intel Graphics,https://cdn1.smartprix.com/rx-ie0lLaHS8-w280-h280/asus-vivobook-14-x14.webp
Lenovo LOQ â15IAX9E 83LK0031IN Gaming Laptop,61990,4.966942148760331,2.6483050678696083,4.0,12th Gen Intel Core i5 12450HX,12 GB DDR5 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 2050,https://cdn1.smartprix.com/rx-iPHlg8hNy-w280-h280/lenovo-loq-15iax9e-8.webp
Asus VivoBook 14 X1404VA-NK762WS Laptop,43989,2.884297520661157,1.8586387728366038,8.0,13th Gen Intel Core i5 1335U,8 GB RAM,512 GB  ,Intel Graphics,https://cdn1.smartprix.com/rx-ipFg3LIIw-w280-h280/asus-vivobook-14-x14.webp
HP 15-hr0008TU Laptop,57690,2.7355371900826446,1.6477326199322182,8.0,13th Gen Intel Core i5 1334U,16 GB DDR4 RAM,512 GB  ,Intel Integrated,https://cdn1.smartprix.com/rx-iwO0LPdNs-w280-h280/hp-15-hr0008tu-lapto.webp
MSI Venture 15 AI A1MG-007IN Laptop,81990,3.925619834710744,1.6573807027553342,8.0,Intel Core Ultra 7 Series 1 155H,16 GB DDR5 RAM,1 TB  ,Intel Arc Graphics,https://cdn1.smartprix.com/rx-iIR5511P0-w280-h280/msi-venture-15-ai-a1.webp
Lenovo ThinkPad E14 21JKS1FR00 Laptop,81990,4.272727272727273,1.8927920332283448,8.0,13th Gen Intel Core i7 1355U,16 GB DDR4 RAM,512 GB  ,Intel Iris Xe Graphics comes,https://cdn1.smartprix.com/rx-iE8mrcFcI-w280-h280/lenovo-thinkpad-e14.webp
Ultimus Apex 5 NU14U3INF66BY Laptop,33990,2.7355371900826446,1.8716082549508808,8.0,12th Gen Intel Core i5 1235U,8 GB DDR4 RAM,512 GB  ,Intel Integrated,https://cdn1.smartprix.com/rx-iKoCzTxQi-w280-h280/ultimus-apex-5-nu14u.webp
Acer AL15-41 Aspire Lite Laptop,36990,2.7107438016528924,1.7920305841846038,8.0,5th Gen AMD Ryzen 5 5625U,16 GB DDR4 RAM,1 TB  ,AMD Graphics,https://cdn1.smartprix.com/rx-ifrkd5NPd-w280-h280/acer-al15-41-aspire.webp
Lenovo ThinkPad E14 Gen 6 â21M7S02W00 Laptop,89990,2.7355371900826446,1.627407959894862,8.0,Intel Core Ultra 5 Processor 125U,16 GB DDR5 RAM,512 GB  ,Integrated Intel Graphics,https://cdn1.smartprix.com/rx-iuInPgdaj-w280-h280/lenovo-thinkpad-e14.webp
HP OmniBook 5 16-ba1123TU Laptop,64990,2.884297520661157,1.6449904169275795,8.0,13th Gen Intel Core i5 1334U,16 GB LPDDR5x RAM,512 GB  ,Intel Iris Xe Graphics,https://cdn1.smartprix.com/rx-iJduKvBFg-w280-h280/hp-omnibook-5-16-ba1.webp
Lenovo IdeaPad Slim 3 82RK019DIN Laptop,33999,1.3471074380165289,1.8953578767405002,8.0,12th Gen Intel Core i3 1215U,8 GB DDR4 RAM,512 GB  ,Intel Integrated,https://cdn1.smartprix.com/rx-ivP0rY2tc-w280-h280/lenovo-ideapad-slim.webp
Lenovo Yoga 7 2-in-1 83JQ003YIN Laptop,107890,2.7355371900826446,1.634396566885984,8.0,Intel Core Ultra 5 226V,16 GB RAM,1 TB  ,Integrated Intel Arc Graphics 140V,https://cdn1.smartprix.com/rx-i0btiBUG5-w280-h280/lenovo-yoga-7-2-in-1.webp
MSI Modern 15 B13M-1200IN Laptop,49990,2.7355371900826446,1.8540092316202088,8.0,13th Gen Intel Core i5 1334U,16 GB DDR4 RAM,512 GB  ,Intel Integrated Iris Xe,https://cdn1.smartprix.com/rx-if6PNTWBo-w280-h280/msi-modern-15-b13m-1.webp
Razer Blade 14 2025 Gaming Laptop,349999,5.31404958677686,2.7683270753981994,4.0,AMD Ryzen 9 AI AI,16 GB RAM,1 TB  ,8 GB NVIDIA GeForce RTX 5060,https://cdn1.smartprix.com/rx-iNzLS0tZY-w280-h280/razer-blade-14-2025.webp
Tecno Megabook S16 Laptop,99990,6.355371900826446,1.7753288662743294,5.5,13th Gen Intel Core i9 13900HK,32 GB RAM,2 TB  ,Intel Graphics,https://cdn1.smartprix.com/rx-iD1laLZuz-w280-h280/tecno-megabook-s16-l.webp
Lenovo Yoga Slim 7 Aura Edition 83JX005FIN Laptop,98000,2.7355371900826446,1.8777516496496265,8.0,Intel Core Ultra 5 226V,16 GB LPDDR5x RAM,1 TB  ,Integrated Intel Arc Graphics,https://cdn1.smartprix.com/rx-iP8DjOHcy-w280-h280/lenovo-yoga-slim-7-a.webp
HP 14-ep0294TU Laptop,35490,1.4958677685950414,1.687481501852879,8.0,13th Gen Intel Core i3 1315U,8 GB DDR4 RAM,512 GB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-inzuHtZ1Y-w280-h280/hp-14-ep0294tu-lapto.webp
MSI VenturePro 15 AI A1VEG-008IN Laptop,109990,4.788429752066116,2.6355552349588613,4.0,Intel Core Ultra 7 155H,16 GB DDR5 RAM,1 TB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-iJGhMjDTV-w280-h280/msi-venturepro-15-ai.webp
MSI VenturePro 15 AI A1UDXG-009IN Laptop,95990,3.4198347107438014,2.6826891388822305,4.0,Intel Core Ultra 5 125H,16 GB DDR5 RAM,1 TB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iJGhMjDTV-w280-h280/msi-venturepro-15-ai.webp
Lenovo Thinkpad P14s 21G2S04P00 Laptop,148990,4.966942148760331,2.603431571852521,4.0,Intel Core Ultra 9 Series 1 185H,32 GB DDR5 RAM,1 TB  ,4 GB NVIDIA RTX 500 Ada,https://cdn1.smartprix.com/rx-iFVqEnqhv-w280-h280/lenovo-thinkpad-p14s.webp
Lenovo Yoga Slim 7 Aura Edition 83JX001MIN Laptop,129990,3.7768595041322315,1.7545062154460123,8.0,Intel Core Ultra 7 258V,32 GB LPDDR5x RAM,1 TB  ,Integrated Intel Arc Graphics 140V,https://cdn1.smartprix.com/rx-iRCbGsFrm-w280-h280/lenovo-yoga-slim-7-a.webp
Lenovo Yoga Slim 7 Aura Edition 83JX001LIN Laptop,112990,2.7355371900826446,1.7688050589989364,8.0,Intel Core Ultra 5 228V,32 GB LPDDR5x RAM,1 TB  ,Integrated Intel Arc Graphics,https://cdn1.smartprix.com/rx-imzjRlR6f-w280-h280/lenovo-yoga-slim-7-a.webp
HP 240 G10 ââBE5S0PT Laptop,55250,2.884297520661157,1.7864743454154737,8.0,13th Gen Intel Core i5 1334U,16 GB RAM,1 TB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-i5XUfAXKw-w280-h280/hp-240-g10-be5s0pt-l.webp
HP 250 G10 âBJ3R8AT Laptop,57250,2.7355371900826446,1.6128439950315183,8.0,13th Gen Intel Core i5 1334U,32 GB RAM,512 GB  ,Intel Integrated UHD Graphics,https://cdn1.smartprix.com/rx-iZx4GiQrW-w280-h280/hp-250-g10-bj3r8at-l.webp
HP Envy x360 14-fc0124TU Laptop,99499,3.7768595041322315,1.6327945883912498,8.0,Intel Core Ultra 7 155U,16 GB LPDDR5 RAM,512 GB  ,Integrated Intel Graphics,https://cdn1.smartprix.com/rx-ij44n7dGE-w280-h280/hp-envy-x360-14-fc01.webp
Lenovo ThinkPad E14 Gen 6 â21M3S0AJ00 Laptop,54100,2.7107438016528924,1.6535656927166276,5.5,7th Gen AMD Ryzen 5 7535HS,16 GB RAM,512 GB  ,AMD Graphics,https://cdn1.smartprix.com/rx-ipzX7o95j-w280-h280/lenovo-thinkpad-e14.webp
Lenovo IdeaPad Slim 3 15IAH8 83ER00M2IN Laptop,48299,4.818181818181818,1.8878052165685448,5.5,12th Gen Intel Core i5 12450H,8 GB RAM,512 GB  ,Intel Integrated UHD Graphics,https://cdn1.smartprix.com/rx-iXisDHD9b-w280-h280/lenovo-ideapad-slim.webp
Acer Travel Lite TL15-53M Laptop,54990,2.884297520661157,1.6461283235002981,8.0,13th Gen Intel Core i5 1334U,16 GB RAM,512 GB  ,âIntel Iris Xe Graphics,https://cdn1.smartprix.com/rx-iqelRCqmx-w280-h280/acer-travel-lite-tl1.webp
Acer Travel Lite TL14-52M Laptop,74699,4.272727272727273,1.6468067870089769,8.0,13th Gen Intel Core i7 1355U,32 GB DDR4 RAM,1 TB  ,âIntel Iris Xe Graphics,https://cdn1.smartprix.com/rx-iiXfDD7rF-w280-h280/acer-travel-lite-tl1.webp
Alienware M18 R2 Gaming Laptop,366290,8.735537190082646,2.729836539849307,4.0,14th Gen Intel Core i9 14900HX,32 GB DDR5 RAM,1 TB  ,12 GB NVIDIA GeForce RTX 4080,https://cdn1.smartprix.com/rx-iLWgm7uY2-w280-h280/alienware-m18-r2-gam.webp
MSI Thin A15 B7UC-284IN Gaming Laptop,64990,3.15702479338843,2.5188243030365265,4.0,7th Gen AMD Ryzen 5 7535HS,16 GB RAM,512 GB  ,4 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iNjJ3dADE-w280-h280/msi-thin-a15-b7uc-28.webp
Lenovo IdeaPad Slim 3 83K100CGIN Laptop,56990,6.206611570247934,1.8038022703517005,5.5,13th Gen Intel Core i5 13420H,16 GB LPDDR5 RAM,512 GB  ,Integrated Intel UHD Graphics,https://cdn1.smartprix.com/rx-iRPCc1BNs-w280-h280/lenovo-ideapad-slim.webp
Honor MagicBook Pro 16 2025 Hunter Edition Gaming Laptop,143999,1.1487603305785123,2.69740850370533,4.0,Intel 285H,32 GB LPDDR5x RAM,1 TB  ,8 GB NVIDIA GeForce RTX 5070,https://cdn1.smartprix.com/rx-iWzPqdgUF-w280-h280/honor-magicbook-pro.webp
Asus ROG Zephyrus G14 GA403WR-QS123WS Gaming Laptop,279990,1.1487603305785123,2.752651147678595,4.0,AMD Ryzen AI 9 HX 370,32 GB LPDDR5X RAM,2 TB  ,12 GB NVIDIA GeForce RTX 5070 Ti,https://cdn1.smartprix.com/rx-iwhg9DCz8-w280-h280/asus-rog-zephyrus-g1.webp
Asus ROG Flow Z13 2025 GZ302EA-RU420WS Gaming Laptop,199990,2.502479338842975,2.5460146897319045,4.0,AMD Ryzen AI MAX 390,16 GB LPDDR5X RAM,1 TB  ,8 GB NVIDIA GeForce RTX 4060,https://cdn1.smartprix.com/rx-iyoCSPRns-w280-h280/asus-rog-flow-z13-20.webp
Asus ROG Strix G16 G615LR-S5190WS Gaming Laptop,259990,4.966942148760331,2.5939355975334837,4.0,Intel Core Ultra 9 275HX,32 GB DDR5 RAM,1 TB  ,12 GB NVIDIA GeForce RTX 5070Ti,https://cdn1.smartprix.com/rx-iNw0CE686-w280-h280/asus-rog-strix-g16-g.webp
Asus ROG Strix G16 G614PR-RV032WS Gaming Laptop,229990,5.31404958677686,2.574096894732449,4.0,8th Gen AMD Ryzen 9 8940HX,16 GB DDR5 RAM,1 TB  ,12 GB NVIDIA GeForce RTX 5070Ti,https://cdn1.smartprix.com/rx-iZUmKsS6q-w280-h280/asus-rog-strix-g16-g.webp
Acer Aspire 3 15 A325-51 Laptop,42950,2.884297520661157,1.6155338993390616,8.0,12th Gen Intel Core i5 1235U,16 GB DDR4 RAM,512 GB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-invxZfYlc-w280-h280/acer-aspire-3-15-a32.webp
Asus VivoBook 14 X1404VA-NK790WS Laptop,54890,2.884297520661157,1.8030085761163064,8.0,13th Gen Intel Core i5 1334U,16 GB DDR4 RAM,512 GB  ,Intel Graphics,https://cdn1.smartprix.com/rx-iZq30fKkn-w280-h280/asus-vivobook-14-x14.webp
Lenovo IdeaPad Slim 5 14Q8X9 83HL003NIN Laptop,68990,1.1487603305785123,1.7310160666908248,8.0,Qualcomm Snapdragon X Plus X1P-42-100,16 GB LPDDR5X RAM,1 TB  ,Qualcomm Adreno,https://cdn1.smartprix.com/rx-ilEMETyw0-w280-h280/lenovo-ideapad-slim.webp
Lenovo V14 82TSA0HHIH Laptop,51990,4.12396694214876,1.894152039212166,8.0,12th Gen Intel Core i7 1255U,16 GB DDR4 RAM,512 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-iSglw2kHE-w280-h280/lenovo-v14-82tsa0hhi.webp
HP 240R G9 B10MRAT Laptop,34200,1.3471074380165289,1.896360553602805,8.0,12th Gen Intel Core i3 1315U,16 GB RAM,512 GB  ,Intel Integrated Graphics,https://cdn1.smartprix.com/rx-i0gPbVWgi-w280-h280/hp-240r-g9-b10mrat-l.webp
HP 15-fd1253TU Laptop,35990,1.0,1.7668601551645082,8.0,Intel Core 3 100U,8 GB DDR4 RAM,512 GB  ,Intel Integrated,https://cdn1.smartprix.com/rx-id96YxnR5-w280-h280/hp-15-fd1253tu-lapto.webp
Lenovo Yoga Slim 7 14IMH9 83CV008YIN Laptop,77490,2.7355371900826446,1.7527948806099651,8.0,Intel Core Ultra 5 Series 1 125H,16 GB LPDDR5x RAM,1 TB  ,Integrated Intel Arc Graphics,https://cdn1.smartprix.com/rx-igCiJnaLk-w280-h280/lenovo-yoga-slim-7-1.webp
Asus Vivobook 15 X1504VA-E81599WS Laptop,39990,1.3471074380165289,1.8315036961323474,8.0,13th Gen Intel Core i3 1315U,8 GB DDR4 RAM,512 GB  ,Integrated Intel UHD Graphics,https://cdn1.smartprix.com/rx-ivMgOJjCj-w280-h280/asus-vivobook-15-x15.webp
MSI Thin A15 B7UC-285IN Gaming Laptop,57990,2.7107438016528924,2.6456850502368883,4.0,7th Gen AMD Ryzen 5 7535HS,16 GB RAM,512 GB  ,4 GB NVIDIA GeForce RTX 2050,https://cdn1.smartprix.com/rx-ijL87CrhC-w280-h280/msi-thin-a15-b7uc-28.webp
Dell 14 Vostro Laptop,42370,1.4958677685950414,1.8755809480723862,8.0,13th Gen Intel Core i3 1305U,8 GB DDR5 RAM,512 GB  ,Intel Graphics,https://cdn1.smartprix.com/rx-ieMfl8DTI-w280-h280/dell-14-vostro-lapto.webp
MSI Raider 18 HX AI A2XWIG-255IN Gaming Laptop,450990,6.355371900826446,2.609518682404185,4.0,14th Gen Intel Core i9 14900HX,64 GB DDR5 RAM,4 TB  ,16 GB NVIDIA GeForce RTX 5080,https://cdn1.smartprix.com/rx-ijLQywrPn-w280-h280/msi-raider-18-hx-ai.webp
Lenovo Yoga Slim 7 14AKP10 83JY000UIN Laptop,108490,1.1487603305785123,1.8178836726798695,6.5,AMD Ryzen AI 7 AI 7 350,32 GB LPDDR5X RAM,1 TB  ,AMD Radeon 860M,https://cdn1.smartprix.com/rx-iSRzTgW8F-w280-h280/lenovo-yoga-slim-7-1.webp
Lenovo IdeaPad Slim 3 â14IAH8 83EQ0074IN Laptop,47900,4.818181818181818,1.7094841384760517,5.5,12th Gen Intel Core i5 12450H,16 GB LPDDR5 RAM,512 GB  ,Intel Integrated UHD Graphics,https://cdn1.smartprix.com/rx-i43NMijMQ-w280-h280/lenovo-ideapad-slim.webp
MSI Thin 15 B13UCX-2472IN Gaming Laptop,61500,6.355371900826446,2.7530763736127533,4.0,13th Gen Intel Core i5 13420H,16 GB DDR4 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 2050,https://cdn1.smartprix.com/rx-i9GadVmEF-w280-h280/msi-thin-15-b13ucx-2.webp
Lenovo Ideapad Slim 5 AI 2025 Laptop,99990,1.1487603305785123,1.6960097487963142,6.5,AMD Ryzen AI 7 300,16 GB DDR4 RAM,1 TB  ,AMD Radeon Graphics,https://cdn1.smartprix.com/rx-ih9gyD5yL-w280-h280/lenovo-ideapad-slim.webp
MSI Venture 15 AI A1MG-005IN Laptop,69990,2.884297520661157,1.6614354089963161,8.0,Intel Core Ultra 5 Series 1 125H,16 GB DDR5 RAM,512 GB  ,Intel Arc Graphics,https://cdn1.smartprix.com/rx-iFsPK5hEr-w280-h280/msi-venture-15-ai-a1.webp
Lenovo Yoga Slim 7 83CV0079IN Laptop,99990,3.7768595041322315,1.7863019995589013,8.0,Intel Core Ultra 7 Series 1 155H,32 GB LPDDR5x RAM,1 TB  ,Integrated Intel Arc Graphics,https://cdn1.smartprix.com/rx-iN7DHMlmd-w280-h280/lenovo-yoga-slim-7-8.webp
Lenovo IdeaPad Slim 3 15ABR8 82XM00MUIN Laptop,46990,3.7768595041322315,1.6134916519695612,8.0,5th Gen AMD Ryzen 7 5825U,16 GB DDR4 RAM,512 GB  ,Integrated AMD Radeon Graphics,https://cdn1.smartprix.com/rx-i4J0wTRsa-w280-h280/lenovo-ideapad-slim.webp
Lenovo IdeaPad Slim 3 15ABR8 82XM00UFIN Laptop,39190,2.7107438016528924,1.6319635609427203,8.0,5th Gen AMD Ryzen 5 5625U,16 GB DDR4 RAM,512 GB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-iPQfkeMv2-w280-h280/lenovo-ideapad-slim.webp
Acer Helios Neo 18 PHN18-72 AI Gaming Laptop,349990,4.966942148760331,2.4686091244175747,4.0,Intel Core Ultra 9 275HX,32 GB DDR5 RAM,1 TB  ,12 GB NVIDIA GeForce RTX 5070 TI,https://cdn1.smartprix.com/rx-ixmiXX3YY-w280-h280/acer-helios-neo-18-p.webp
HP 240 G10 âB10LVPT Business Laptop,52200,2.884297520661157,1.7214696634611493,8.0,13th Gen Intel Core i5 1335U,8 GB DDR4X RAM,512 GB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-iccb8wzsP-w280-h280/hp-240-g10-b10lvpt-b.webp
HP OmniBook 7 Aero 13-bg1678AU Next Gen AI Laptop,76490,1.1487603305785123,1.7130788051778356,6.5,AMD Ryzen AI 5 340,16 GB LPDDR5x RAM,512 GB  ,AMD Radeon 840M Graphics,https://cdn1.smartprix.com/rx-iKtkLtW2A-w280-h280/hp-omnibook-7-aero-1.webp
HP OmniBook X Flip 14-fm0029TU Next Gen AI Laptop,135990,3.925619834710744,1.8215732484361613,8.0,Intel Core Ultra 7 Series 2 258V,32 GB LPDDR5x RAM,1 TB  ,Intel Arc Graphics,https://cdn1.smartprix.com/rx-iftyzBIyd-w280-h280/hp-omnibook-x-flip-1.webp
HP OmniBook X Flip 14-fm0026TU Next Gen AI PC Laptop,114249,3.925619834710744,1.6929796665317876,8.0,Intel Core Ultra 7 Series 2 256V,16 GB LPDDR5x RAM,512 GB  ,Intel Arc Graphics,https://cdn1.smartprix.com/rx-iftyzBIyd-w280-h280/hp-omnibook-x-flip-1.webp
Dell XPS 14 9440 AI Laptop,318090,5.279338842975207,2.509139984094369,4.0,Intel Core Ultra 7 Series 1 155H,32 GB LPDDR5x RAM,1 TB  ,8 GB NVIDIA GeForce RTX 4060,https://cdn1.smartprix.com/rx-i46iWtc6V-w280-h280/dell-xps-14-9440-ai.webp
