name,price,Performance_1_to_10,Weight_Proxy,Battery_Proxy,processor,ram,storage,graphics_card,img
HP Omen 16 Max 16-ah0076TX Gaming Laptop,299990,4.966942148760331,2.578497766941133,4.0,Intel Core Ultra 9 275HX,32 GB DDR5 RAM,1 TB  ,16 GB NVIDIA GeForce RTX 5080,https://cdn1.smartprix.com/rx-isgc46aFu-w280-h280/hp-omen-16-max-16-ah.webp
HP OmniBook 5 Next Gen AI 16-ag1037au Laptop,68990,1.1487603305785123,1.8530072189437106,6.5,AMD Ryzen AI 5 340,16 GB LPDDR5x RAM,512 GB  ,AMD Radeon 860M Graphics,https://cdn1.smartprix.com/rx-iehMiu1vq-w280-h280/hp-omnibook-5-next-g.webp
Lenovo IdeaPad Slim 3 15IRU8 82X700F0IN Laptop,38490,1.4958677685950414,1.7013105435266291,8.0,13th Gen Intel Core i3 1315U,8 GB LPDDR5 RAM,512 GB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-iBfkGMVqx-w280-h280/lenovo-ideapad-slim.webp
MSI Katana 15 B13VEK-2220IN Gaming Laptop,91990,7.218181818181819,2.6812535417220333,4.0,13th Gen Intel Core i7 13700H,16 GB DDR5 RAM,1 TB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-iNl1roX9f-w280-h280/msi-katana-15-b13vek.webp
Lenovo IdeaPad Slim 5 16IAH8 83BG003WIN Laptop,57890,4.966942148760331,1.7884555194536826,5.5,12th Gen Intel Core i5 12450H,16 GB LPDDR5 RAM,1 TB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-ig20J4QNG-w280-h280/lenovo-ideapad-slim.webp
Tecno Megabook S14 Laptop,89990,1.1487603305785123,1.819227841581694,8.0,Qualcomm Snapdragon X Elite X1E-80-100,8 GB LPDDR5 RAM,512 GB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-iYR81sW0g-w280-h280/tecno-megabook-s14-l.webp
MSI Titan 18 HX AI A2XWIG Gaming Laptop,499999,4.966942148760331,2.782372977179427,4.0,Intel Core Ultra 9 285HX,96 GB DDR5 RAM,4 TB  ,16 GB NVIDIA GeForce RTX 5080,https://cdn1.smartprix.com/rx-iKs8K1vtG-w280-h280/msi-titan-18-hx-ai-a.webp
Asus VivoBook 14 X1404VA-NK760WS Laptop,33990,1.4958677685950414,1.773290404103302,8.0,13th Gen Intel Core i3 1315U,8 GB DDR4 RAM,512 GB  ,Intel Graphics,https://cdn1.smartprix.com/rx-iTKdqZ8Ep-w280-h280/asus-vivobook-14-x14.webp
Asus VivoBook 14 X1404VA-NK804WS Laptop,43990,2.884297520661157,1.797599441282007,8.0,13th Gen Intel Core i5 1334U,8 GB DDR4 RAM,512 GB  ,Intel Graphics,https://cdn1.smartprix.com/rx-idFhSGB0x-w280-h280/asus-vivobook-14-x14.webp
Asus Vivobook 15 X1502VA-BQ837WS Laptop,61990,6.206611570247934,1.7536962857526959,5.5,13th Gen Intel Core i7 13620H,16 GB RAM,512 GB  ,Integrated Intel iris Xe Graphics,https://cdn1.smartprix.com/rx-iqHRGlOEb-w280-h280/asus-vivobook-15-x15.webp
Asus Vivobook 15 X1502VA-BQ838WS Laptop,61990,6.206611570247934,1.6693173058120596,5.5,13th Gen Intel Core i7 13620H,16 GB RAM,512 GB  ,Integrated Intel iris Xe Graphics,https://cdn1.smartprix.com/rx-ieQLoCkya-w280-h280/asus-vivobook-15-x15.webp
HP Victus 15-fb2703tx Gaming Laptop,66989,6.355371900826446,2.7875632234718735,4.0,13th Gen Intel Core i5 13420H,16 GB DDR4 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 2050,https://cdn1.smartprix.com/rx-iTb4rX5YJ-w280-h280/hp-victus-15-fb2703t.webp
HP Victus 15-FA1414TX Gaming Laptop,80100,5.413223140495868,2.458308784455177,4.0,12th Gen Intel Core i7 12650H,16 GB DDR4 RAM,1 TB  ,4 GB NVIDIA GeForce RTX 3050A,https://cdn1.smartprix.com/rx-iL6QTWiyZ-w280-h280/hp-victus-15-fa1414t.webp
HP 250R G9 B10MTA#ACJ Laptop,35780,1.3471074380165289,1.8972467598597127,8.0,13th Gen Intel Core i3 1315U,16 GB DDR4 RAM,512 GB  ,Intel Integrated UHD Graphics,https://cdn1.smartprix.com/rx-iQdiRsdnY-w280-h280/hp-250r-g9-b10mta-ac.webp
MSI Modern 14 C12MO-1248IN Laptop,35890,1.4958677685950414,1.744665434020741,8.0,12th Gen Intel Core i3 1215U,16 GB DDR4 RAM,512 GB  ,Intel Graphics,https://cdn1.smartprix.com/rx-i5H50MYJn-w280-h280/msi-modern-14-c12mo.webp
HP 255 G9 9H237PT Laptop,23806,1.322314049586777,1.6979913004897065,8.0,3rd Gen AMD Ryzen 3 3250U,8 GB DDR4 RAM,512 GB  ,AMD Radeon Graphics,https://cdn1.smartprix.com/rx-iRyQQtW3P-w280-h280/hp-255-g9-9h237pt-la.webp
HP Pavilion x360 14-ek1148TU Laptop,68990,2.7355371900826446,1.8287866372401098,8.0,13th Gen Intel Core i5 1335U,16 GB DDR4 RAM,512 GB  ,Intel Integrated Iris Xe,https://cdn1.smartprix.com/rx-iRcOR5rKU-w280-h280/hp-pavilion-x360-14.webp
HP Pavilion x360 14-ek1151TU Laptop,77990,2.7355371900826446,1.7266063674817893,8.0,13th Gen Intel Core i5 1335U,16 GB DDR4 RAM,1 TB  ,Intel Integrated Iris Xe,https://cdn1.smartprix.com/rx-ilIygQjDI-w280-h280/hp-pavilion-x360-14.webp
HP Pavilion Plus 14-ew0108TU Laptop,76499,2.884297520661157,1.605052885501384,8.0,13th Gen Intel Core i5 1335U,16 GB LPDDR5x RAM,512 GB  ,Intel Iris Xe Graphics,https://cdn1.smartprix.com/rx-ihrTI7sSu-w280-h280/hp-pavilion-plus-14.webp
Lenovo LOQ 2024 83GS00LFIN Gaming Laptop,72990,5.502479338842975,2.792852873702624,4.0,12th Gen Intel Core i5 12450HX,24 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iZE0attWN-w280-h280/lenovo-loq-2024-83gs.webp
Lenovo LOQ 15IAX9 83GS00LJIN Gaming Laptop,57828,4.966942148760331,2.74308849130206,4.0,12th Gen Intel Core i5 12450HX,12 GB DDR5 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 2050,https://cdn1.smartprix.com/rx-imcVHkA9C-w280-h280/lenovo-loq-15iax9-83.webp
HP 15-fd0466tu Laptop,60539,2.884297520661157,1.8586027409220112,8.0,13th Gen Intel Core i5 1334U,8 GB DDR4 RAM,512 GB  ,âIntel Iris Xe Graphics,https://cdn1.smartprix.com/rx-iQ9UhFdVl-w280-h280/hp-15-fd0466tu-lapto.webp
Lenovo LOQ 15IAX9 83GS00LLIN Gaming Laptop,67990,5.502479338842975,2.4075024246040075,4.0,12th Gen Intel Core i5 12450HX,16 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-i9WRVA9DE-w280-h280/lenovo-loq-15iax9-83.webp
Asus Zenbook A14 UX3407RA-QD054WS Laptop,109990,1.1487603305785123,1.6079744862768939,8.0,Qualcomm Snapdragon X Elite X1E 78 100,16 GB LPDDR5X RAM,512 GB  ,Qualcomm Adreno,https://cdn1.smartprix.com/rx-iaUjRWqRk-w280-h280/asus-zenbook-a14-ux3.webp
Asus Vivobook 16 X1607QA-MB050WS Laptop,57990,1.1487603305785123,1.806461225371906,8.0,Qualcomm Snapdragon X X1 26 100,16 GB LPDDR5X RAM,512 GB  ,Qualcomm Adreno GPU,https://cdn1.smartprix.com/rx-iKd2xA4iM-w280-h280/asus-vivobook-16-x16.webp
Asus Vivobook 16X K3605VC-RP413WS Laptop,64590,6.801652892561983,2.6718912619346464,4.0,13th Gen Intel Core i5 13420H,16 GB DDR4 RAM,512 GB  ,4 GB NVIDIA Geforce RTX 3050,https://cdn1.smartprix.com/rx-iYjjTiVSK-w280-h280/asus-vivobook-16x-k3.webp
Dell Inspiron 5640 Laptop,63990,2.884297520661157,1.8088364843394074,8.0,13th Gen Intel Core i5 1334U,16 GB DDR5 RAM,512 GB  ,Intel Iris Xe Graphics,https://cdn1.smartprix.com/rx-iRlzZqQ8k-w280-h280/dell-inspiron-5640-l.webp
Asus Vivobook Go 14 E1404FA-NK3321WS Laptop,30989,1.322314049586777,1.778009297991562,8.0,7th Gen AMD Ryzen 3 7320U,8 GB LPDDR5 RAM,512 GB  ,AMD Radeon AMD,https://cdn1.smartprix.com/rx-iY61LHxCs-w280-h280/asus-vivobook-go-14.webp
Asus Zenbook A14 Laptop,99999,1.1487603305785123,1.844141123860108,8.0,Qualcomm Snapdragon X X1 X X1 26 100,16 GB RAM,512 GB  ,Qualcomm Adreno GPU,https://cdn1.smartprix.com/rx-iL5v8Dayf-w280-h280/asus-zenbook-a14-lap.webp
Dell Inspiron 5440 Laptop,67190,2.884297520661157,1.7384689056708649,8.0,13th Gen Intel Core i5 1334U,16 GB RAM,1 TB  ,Intel Graphics,https://cdn1.smartprix.com/rx-iLV2AoARW-w280-h280/dell-inspiron-5440-l.webp
Lenovo IdeaPad Slim 5 13ARP10 83J2000HIN Laptop,61900,3.925619834710744,1.7737513996272858,5.5,7th Gen AMD Ryzen 7 7735HS,16 GB LPDDR5X RAM,512 GB  ,AMD Radeon 680M,https://cdn1.smartprix.com/rx-iyvIi7ffc-w280-h280/lenovo-ideapad-slim.webp
Dell 3530 15 Inspiron Laptop,67990,4.272727272727273,1.639900059888712,8.0,13th Gen Intel Core i7 1355U,16 GB DDR4 RAM,512 GB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-iJSvkBRTE-w280-h280/dell-3530-15-inspiro.webp
Asus Vivobook S 14 OLED 2025 S5406SA-QD094WS Laptop,99990,3.7768595041322315,1.7326134768020058,8.0,Intel Core Ultra 7 256V,16 GB LPDDR5X RAM,512 GB  ,Intel Integrated Arc,https://cdn1.smartprix.com/rx-ihWlvStav-w280-h280/asus-vivobook-s-14-o.webp
Asus Vivobook S 14 OLED 2025 S5406SA-QD098WS Laptop,86990,2.7355371900826446,1.737242387804831,8.0,5th Gen Intel Core Ultra 5 226V,16 GB LPDDR5X RAM,512 GB  ,Intel Integrated Arc,https://cdn1.smartprix.com/rx-ihW4PH3Pt-w280-h280/asus-vivobook-s-14-o.webp
Asus Zenbook Duo OLED 2025 UX8406CA-PZ106WS Laptop,244980,4.966942148760331,1.6203770373540058,8.0,Intel Core Ultra 9 285H,32 GB LPDDR5X RAM,1 TB  ,Intel Arc Graphics,https://cdn1.smartprix.com/rx-i1IWa5ajR-w280-h280/asus-zenbook-duo-ole.webp
Asus Vivobook 14 Flip TP3407SA-QL025WS Laptop,101990,3.7768595041322315,1.8199165168697513,8.0,Intel Core Ultra 7 256V,16 GB LPDDR5X RAM,512 GB  ,Intel Integrated Arc,https://cdn1.smartprix.com/rx-imADWLv3j-w280-h280/asus-vivobook-14-fli.webp
Asus Gaming V16 V3607VU-RP275WS Laptop,87990,2.0115702479338844,2.518864729529692,4.0,7th Gen Intel Core 7 240H,16 GB DDR5 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 4050,https://cdn1.smartprix.com/rx-iCvKR5ncv-w280-h280/asus-gaming-v16-v360.webp
Asus Zenbook 14 OLED 2025 UX3405CA-PZ163WS Laptop,117990,3.7768595041322315,1.7243761564607625,8.0,Intel Core Ultra 7 255H,32 GB LPDDR5X RAM,1 TB  ,Intel Integrated Arc,https://cdn1.smartprix.com/rx-irGpY3CIs-w280-h280/asus-zenbook-14-oled.webp
Asus Vivobook Go 15 E510KA-EJ9011WS Laptop,25990,1.1487603305785123,1.6259734750059862,6.5,Intel Celeron N4500,8 GB DDR4 RAM,512 GB  ,Intel HD Graphics,https://cdn1.smartprix.com/rx-iMKUpcQDD-w280-h280/asus-vivobook-go-15.webp
HP â15-fd0468TULaptop,65990,4.272727272727273,1.8890229535098781,8.0,13th Gen Intel Core i7 1355U,16 GB DDR4 RAM,512 GB  ,âIntel Iris Xe Graphics,https://cdn1.smartprix.com/rx-is64Y57mE-w280-h280/hp-15-fd0468tulaptop.webp
Dell Inspiron 5440 OIN5440340401RINU1 Laptop,62990,2.7355371900826446,1.7005194133030208,8.0,13th Gen Intel Core i5 1334U,16 GB DDR5 RAM,512 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-iClY32XUQ-w280-h280/dell-inspiron-5440-o.webp
Lenovo ThinkPad X9 Aura 14 Laptop,199999,3.925619834710744,1.6485540600631532,8.0,Intel Core Ultra 7 268V,32 GB LPDDR5x RAM,2 TB  ,Intel Arc Graphics 140V,https://cdn1.smartprix.com/rx-izucSB2be-w280-h280/lenovo-thinkpad-x9-a.webp
Asus TUF Gaming F15 FX507VV-LP487WS Gaming Laptop,104990,7.709090909090909,2.7020807586542936,4.0,13th Gen Intel Core i7 13620H,16 GB RAM,1 TB  ,8 GB NVIDIA GeForce RTX 4060,https://cdn1.smartprix.com/rx-igpccjGBJ-w280-h280/asus-tuf-gaming-f15.webp
Asus Zenbook S14 OLED UX5406SA-PZ7762WS Laptop,139990,3.925619834710744,1.6938829619359657,8.0,Intel Core Ultra 7 Series 2 258V,32 GB LPDDR5X RAM,1 TB  ,Intel Arc Graphics,https://cdn1.smartprix.com/rx-ipDsqyY57-w280-h280/asus-zenbook-s14-ole.webp
Lenovo IdeaPad 5 14IRH9 83KX0059IN Laptop,69990,6.206611570247934,1.8732451836562656,5.5,13th Gen Intel Core i5 13420H,16 GB LPDDR5X RAM,512 GB  ,Integrated Intel UHD Graphics,https://cdn1.smartprix.com/rx-iFCVOgvDK-w280-h280/lenovo-ideapad-5-14i.webp
HP Victus FA1198TX Gaming Laptop,66990,6.890909090909091,2.7981205781524405,4.0,13th Gen Intel Core i5 13420H,16 GB DDR4 RAM,512 GB  ,6 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-iFnrwWslt-w280-h280/hp-victus-fa1198tx-g.webp
Lenovo IdeaPad Slim 3 15AMN8 82XQ00MCIN Laptop,30499,1.322314049586777,1.7086138480815616,8.0,7th Gen AMD Ryzen 3 7320U,8 GB LPDDR5 RAM,512 GB  ,AMD Radeon Graphics,https://cdn1.smartprix.com/rx-iBAbTDUPd-w280-h280/lenovo-ideapad-slim.webp
Lenovo IdeaPad 5 14IRH9 83KX0058IN Laptop,67749,6.206611570247934,1.802100421443216,5.5,13th Gen Intel Core i5 13420H,16 GB LPDDR5X RAM,512 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-i3UsZjmOM-w280-h280/lenovo-ideapad-5-14i.webp
Acer Aspire 3 A311-45 UN.354SI.006 Laptop,14989,1.0,1.6518401009050137,6.5,Intel Celeron N4500,8 GB DDR4 RAM,128 GB  ,Intel Integrated UHD,https://cdn1.smartprix.com/rx-iPPennwhJ-w280-h280/acer-aspire-3-a311-4.webp
Chuwi CoreBook X CWI570 Laptop,31990,1.4958677685950414,1.6191680106922286,5.5,12th Gen Intel âCore i3 1220P,8 GB DDR4 RAM,512 GB  ,Intel HD Graphics,https://cdn1.smartprix.com/rx-itMxjdGQg-w280-h280/chuwi-corebook-x-cwi.webp
Lenovo IdeaPad Slim 3 15IAH8 83ER00KRIN Laptop,48990,4.818181818181818,1.7729907429153269,5.5,12th Gen Intel Core i5 12450H,16 GB LPDDR5 RAM,512 GB  ,Intel Integrated UHD Graphics,https://cdn1.smartprix.com/rx-iFaRgZ2Oa-w280-h280/lenovo-ideapad-slim.webp
Acer 15 Aspire Lite AL15-52H Laptop,46990,4.966942148760331,1.8566494182321351,5.5,12th Gen Intel Core i5 12450H,16 GB DDR4 RAM,1 TB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-iUPm7QqDW-w280-h280/acer-15-aspire-lite.webp
Acer 15 TravelMate TMP215-53 Business Laptop,39990,1.4958677685950414,1.7661224508968802,5.5,11th Gen Intel Core i3 1115G4,16 GB DDR4 RAM,512 GB  ,Intel Graphics,https://cdn1.smartprix.com/rx-icoJ8PZ0w-w280-h280/acer-15-travelmate-t.webp
Lenovo IdeaPad Slim 1 â15IGL7 82V700KHIN Laptop,25990,1.0,1.734800277717283,5.5,4th Gen Intel Celeron N4020,8 GB DDR4 RAM,512 GB  ,Integrated Intel UHD Graphics 600,https://cdn1.smartprix.com/rx-ifk33ht4k-w280-h280/lenovo-ideapad-slim.webp
Lenovo IdeaPad Slim 3 15IAH8 83ER00KPIN Laptop,48899,4.818181818181818,1.7440918579310964,5.5,12th Gen Intel Core i5 12450H,16 GB DDR4 RAM,512 GB  ,Intel Integrated Iris Xe,https://cdn1.smartprix.com/rx-iGPeZYubn-w280-h280/lenovo-ideapad-slim.webp
MSI Thin 15 B12UC-2242IN Gaming Laptop,62750,4.966942148760331,2.5109968256516297,4.0,12th Gen Intel Core i7 12650H,16 GB DDR4 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 2050,https://cdn1.smartprix.com/rx-i1BJIB0p0-w280-h280/msi-thin-15-b12uc-22.webp
Asus ROG Strix SCAR 16 G635LX-RW158WS Gaming Laptop,424990,4.966942148760331,2.505479970689206,4.0,Intel Core Ultra 9 275HX,32 GB DDR5 RAM,2 TB  ,24 GB NVIDIA GeForce RTX 5090,https://cdn1.smartprix.com/rx-i6dHGA63i-w280-h280/asus-rog-strix-scar.webp
Asus Zenbook 14 OLED UX3405MA-PP555WS Laptop,89999,2.884297520661157,1.8196962916823454,8.0,Intel Core Ultra 5 Series 1 125H,16 GB LPDDR5X RAM,1 TB  ,Intel Arc Graphics,https://cdn1.smartprix.com/rx-igRSPFOB2-w280-h280/asus-zenbook-14-oled.webp
MSI Thin 15 B12UC-2240IN Gaming Laptop,68990,5.413223140495868,2.6316036153336246,4.0,12th Gen Intel Core i7 12650H,16 GB DDR4 RAM,512 GB  ,4 GB NVIDIA GeForce RTX 3050,https://cdn1.smartprix.com/rx-ixymDFJbL-w280-h280/msi-thin-15-b12uc-22.webp
Dell Vostro 3440 Laptop,50900,2.884297520661157,1.8374423878724968,8.0,13th Gen Intel Core i5 1334U,8 GB DDR5 RAM,512 GB  ,Intel Graphics,https://cdn1.smartprix.com/rx-i6ZDedrmM-w280-h280/dell-vostro-3440-lap.webp
Dell Latitude 14 3440 Laptop,55500,2.884297520661157,1.7248377782904118,8.0,12th Gen Intel Core i5 1235U,8 GB DDR4 RAM,512 GB  ,Intel Graphics,https://cdn1.smartprix.com/rx-iQOWwfOxf-w280-h280/dell-latitude-14-344.webp
HP 240 G9 7M656PA Laptop,35890,1.4958677685950414,1.721793026059601,8.0,12th Gen Intel Core i3 215U,8 GB DDR4 RAM,512 GB  ,Intel Graphics,https://cdn1.smartprix.com/rx-ifm96W44t-w280-h280/hp-240-g9-7m656pa-la.webp
Lenovo ThinkBook Plus Gen 6 Rollable Laptop,299990,3.925619834710744,1.6884330712351556,8.0,Intel Core Ultra 7,32 GB LPDDR5x RAM,1 TB  ,Intel Arc Xe 2,https://cdn1.smartprix.com/rx-i79AVqV22-w280-h280/lenovo-thinkbook-plu.webp
Asus ROG Strix SCAR 16 G635 Gaming Laptop,399999,4.966942148760331,2.6314522281126194,4.0,Intel Core Ultra 9 275HX,32 GB DDR5 RAM,2 TB  ,12 GB NVIDIA GeForce RTX 5070 Ti,https://cdn1.smartprix.com/rx-iyCbRIJCg-w280-h280/asus-rog-strix-scar.webp
HP B12V5PT Laptop,35829,1.3471074380165289,1.8861971267214037,8.0,13th Gen Intel Core i3 1315U,16 GB DDR4 RAM,512 GB  ,Intel Integrated Graphics,https://cdn1.smartprix.com/rx-iTbXqVtL1-w280-h280/hp-b12v5pt-laptop-13.webp
MSI Titan 18 HX Gaming Laptop,359900,4.966942148760331,2.6345981294654655,4.0,Intel Core Ultra 9 285HX,32 GB DDR5 RAM,1 TB  ,12 GB NVIDIA GeForce RTX 5070,https://cdn1.smartprix.com/rx-iKs8K1vtG-w280-h280/msi-titan-18-hx-gami.webp
Acer Aspire Lite AL15-53 Laptop,44990,2.884297520661157,1.6661351769784611,8.0,13th Gen Intel Core i5 1334U,16 GB DDR4 RAM,512 GB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-i1Wq2xKH4-w280-h280/acer-aspire-lite-al1.webp
HP 255 G10 B15J0PT Laptop,31990,2.7107438016528924,1.8507204199549225,8.0,7th Gen AMD Ryzen 5 7520U,8 GB DDR4 RAM,512 GB  ,AMD Radeon Graphics,https://cdn1.smartprix.com/rx-i73rJ1GKT-w280-h280/hp-255-g10-b15j0pt-l.webp
Xiaomi Redmi Book 16 2025 Laptop,64990,2.884297520661157,1.8076028604722783,8.0,Intel Core Ultra 5 Series 2,32 GB LPDDR5x RAM,1 TB  ,Intel ARC Graphics,https://cdn1.smartprix.com/rx-iVbt2gIIw-w280-h280/xiaomi-redmi-book-16.webp
HP OmniBook Ultra Flip Next Gen AI 14-fh0026TU Laptop,171900,3.925619834710744,1.8463634645330702,8.0,Intel Core Ultra 7 Series 2 258V,16 GB LPDDR5x RAM,1 TB  ,Intel Arc Graphics,https://cdn1.smartprix.com/rx-i937odnA3-w280-h280/hp-omnibook-ultra-fl.webp
HP ZBook Firefly 16 G11 A1VX4PT Laptop,152000,3.925619834710744,2.5927099802096945,4.0,Intel Core Ultra 7 Series 1 155H,32 GB DDR5 RAM,1 TB  ,4 GB NVIDIA RTX A500,https://cdn1.smartprix.com/rx-iJwPkfyi9-w280-h280/hp-zbook-firefly-16.webp
Dell 9350 XPS 13 Laptop,181290,3.925619834710744,1.7906746849466986,8.0,Intel Core Ultra 7 Series 2 256V,16 GB LPDDR5 RAM,512 GB  ,Intel Arc Graphics,https://cdn1.smartprix.com/rx-i18qcXumQ-w280-h280/dell-9350-xps-13-lap.webp
HP OmniBook Ultra Flip Next Gen AI 14-fh0029TU Laptop,180590,3.925619834710744,1.7573826835808573,8.0,Intel Core Ultra 7 Series 2 258V,32 GB LPDDR5x RAM,1 TB  ,Intel Arc Graphics,https://cdn1.smartprix.com/rx-i7ldz06JR-w280-h280/hp-omnibook-ultra-fl.webp
Dell Latitude 3450 Laptop,56250,2.884297520661157,1.6309681038690762,8.0,13th Gen Intel Core i5 1345U,16 GB DDR5 RAM,512 GB  ,Intel Graphics,https://cdn1.smartprix.com/rx-iOIUL4mF3-w280-h280/dell-latitude-3450-l.webp
HP ZBook Firefly 14 G11 A1VL0PT Laptop,131999,3.925619834710744,2.6676144858218045,4.0,Intel Core Ultra 7 Series 1 155H,16 GB DDR5 RAM,1 TB  ,4 GB NVIDIA RTX A500,https://cdn1.smartprix.com/rx-iM1SD0lIs-w280-h280/hp-zbook-firefly-14.webp
Dell 14 Latitude 3420 Laptop,33400,1.4958677685950414,1.7613505615892688,5.5,11th Gen Intel Core i3 1115G4,8 GB DDR4 RAM,512 GB  ,Intel UHD Graphics,https://cdn1.smartprix.com/rx-idhcwdJz3-w280-h280/dell-14-latitude-342.webp
Asus ExpertBook B5 B5404 Laptop,99990,3.925619834710744,1.8014497551246316,8.0,Intel Core Ultra 7 Series 1 155H,16 GB DDR4 RAM,1 TB  ,Intel Graphics,https://cdn1.smartprix.com/rx-ibU26bzoP-w280-h280/asus-expertbook-b5-b.webp
Acer AL15-41 Aspire Lite 15 Laptop,32990,2.7107438016528924,1.761629043375754,8.0,5th Gen AMD Ryzen 5 5625U,8 GB DDR4 RAM,512 GB  ,AMD Graphics,https://cdn1.smartprix.com/rx-igppVMOZC-w280-h280/acer-al15-41-aspire.webp
HP 240R G9 Laptop,32990,1.3471074380165289,1.6955686036089506,8.0,12th Gen Intel Core i3 1315U,16 GB RAM,512 GB  ,Intel Integrated Graphics,https://cdn1.smartprix.com/rx-i5xW7ArZX-w280-h280/hp-240r-g9-laptop-13.webp
HP 245 G10 Laptop,29649,2.7107438016528924,1.7353445066600612,8.0,7th Gen AMD Ryzen 5 7530U,8 GB DDR4 RAM,512 GB  ,AMD Radeon Graphics,https://cdn1.smartprix.com/rx-ifkZK5dTE-w280-h280/hp-245-g10-laptop-am.webp
Lenovo ThinkPad T14s Gen 6 Laptop,137268,1.1487603305785123,1.8942403522014386,6.5,AMD Ryzen AI 7 Pro 360,32 GB LPDDR5X RAM,256 GB  ,AMD Radeon 880M GPU,https://cdn1.smartprix.com/rx-ispS9xbc3-w280-h280/lenovo-thinkpad-t14s.webp
HP 250R G9 B10MTAT Laptop,34990,1.3471074380165289,1.7916747615078998,8.0,13th Gen Intel Core i3 1315U,8 GB DDR4 RAM,512 GB  ,Intel Integrated UHD Graphics,https://cdn1.smartprix.com/rx-i80wJcxq9-w280-h280/hp-250r-g9-b10mtat-l.webp
HP 240R G9 Laptop,33800,1.3471074380165289,1.8519749597008417,8.0,12th Gen Intel Core i3 1315U,16 GB RAM,512 GB  ,Intel Integrated Graphics,https://cdn1.smartprix.com/rx-i5xW7ArZX-w280-h280/hp-240r-g9-laptop-13.webp
Lenovo ThinkPad X1 Carbon Gen 13 Aura Edition Laptop,189990,3.925619834710744,1.6566786593016873,8.0,Intel Core Ultra 7 258V,32 GB LPDDR5x RAM,1 TB  ,Intel Iris Xe Graphics,https://cdn1.smartprix.com/rx-iMPfZPe6M-w280-h280/lenovo-thinkpad-x1-c.webp
Dell 14 Inspiron 5441 Laptop,90890,1.1487603305785123,1.7985890758564287,8.0,Qualcomm Snapdragon X Plus X1P-64-100,16 GB LPDDR5X RAM,512 GB  ,Qualcomm Adreno GPU,https://cdn1.smartprix.com/rx-i6kzSnyZU-w280-h280/dell-14-inspiron-544.webp
Lenovo Yoga 7 83DJ008WIN Laptop,113090,3.7768595041322315,1.6246343689224028,8.0,Intel Core Ultra 7 Series 1 155H,32 GB LPDDR5X- RAM,1 TB  ,Integrated Intel Arc Graphics,https://cdn1.smartprix.com/rx-i5BXNsaC8-w280-h280/lenovo-yoga-7-83dj00.webp
Dell 15 Latitude 3540 Laptop,35950,1.4958677685950414,1.6883295024034757,8.0,12th Gen Intel Core i3 1215U,16 GB DDR4 RAM,512 GB  ,Intel Graphics,https://cdn1.smartprix.com/rx-iCUcTQyiB-w280-h280/dell-15-latitude-354.webp
Dell Latitude 3440 Laptop,34800,1.4958677685950414,1.6666986361043084,8.0,12th Gen Intel Core i3 1215U,8 GB DDR4 RAM,512 GB  ,Intel Graphics,https://cdn1.smartprix.com/rx-i47RkIMmO-w280-h280/dell-latitude-3440-l.webp
Dell Latitude 3440 2024 Laptop,34990,1.4958677685950414,1.7185421951310746,8.0,12th Gen Intel Core i3 1215U,16 GB DDR4 RAM,512 GB  ,Intel Graphics,https://cdn1.smartprix.com/rx-iqzcQrLAS-w280-h280/dell-latitude-3440-2.webp
Acer Swift 14 AI SF14-51 NX.J2HSI.002 Laptop,84990,2.7355371900826446,1.8813561114420518,8.0,Intel Core Ultra 5 266V,16 GB LPDDR5X RAM,512 GB  ,Intel Integrated Arc,https://cdn1.smartprix.com/rx-i1q8DzkFq-w280-h280/acer-swift-14-ai-sf1.webp
Acer Swift Go 14 SFG14-01 NX.KYXSI.001 AI Laptop,89990,1.1487603305785123,1.8112820648997645,8.0,Qualcomm Snapdragon X Plus,16 GB LPDDR5X RAM,512 GB  ,Qualcomm Adreno,https://cdn1.smartprix.com/rx-iGJncDiNe-w280-h280/acer-swift-go-14-sfg.webp
Acer Swift 14 AI SF14-51 NX.J2HSI.001Laptop,99999,3.7768595041322315,1.7112688247725258,8.0,Intel Core Ultra 7 258V,16 GB LPDDR5X RAM,1 TB  ,Intel Integrated Arc,https://cdn1.smartprix.com/rx-i1q8DzkFq-w280-h280/acer-swift-14-ai-sf1.webp
